Inst #;School Name;2015 Decile;"2015 
Step";Decile Change;Step Change;"July 2014 Funding roll
Years 9+";"July 2014 Funding roll
Total ";School Type;Authority;Territorial Local Authority;Regional Council;Ministry of Education Local Office;General Electorate;M?ori Electorate;Telephone;Fax;Email;Principal;School website;Physical address;Suburb;City;Postal Address 1;Postal Address 2;Postal Address 3;Postal Code;Urban Area;School Type;Definition;Authority;Gender of Students;Education Region;Census Area Unit;Ward;Latitude;Longitude ;Total School Roll (Sep15);European/ Pakeha;Maori;Pasifika;Asian;MELAA;Other;International Students
3528;St Joseph's School (Pleasant Point);9;Q;2;2;0;76;Full Primary;State: Integrated;Timaru District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 6147202;03 6148045;office@stjoplpt.school.nz;Lorraine Frances-Rees;http://www.stjoplpt.school.nz/;29 Afghan Street;0;Pleasant Point;29 Afghan Street;0;Pleasant Point;7903;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Pleasant Point;Pleasant Point-Temuka Ward;-4.426.184;171.131.708;69;58;5;2;3;0;1;0
3828;St Joseph's School (Port Chalmers);7;O;0;0;0;31;Full Primary;State: Integrated;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4728657;0;office@sjport.school.nz;Corinne Guthrie;http://www.stjosephsport.co.nz;12 Bernicia Street;0;Port Chalmers;Bernicia Street;0;Port Chalmers;9023;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Port Chalmers;Waikouaiti Coast-Chalmers Ward;-45.820.915;170.621.309;21;15;3;0;1;2;0;0
1497;St Joseph's School (Pukekohe);4;L;-3;-3;0;384;Full Primary;State: Integrated;Auckland- Franklin;Auckland Region;Auckland South;Hunua;Hauraki-Waikato;09 2387745;09 2386756;0;Jocelyn Uasike;http://www.stjosephs.co.nz;94 Seddon Street;0;Pukekohe;PO Box 1292;0;Pukekohe;2340;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Pukekohe North;Franklin Ward;-37.195.916;174.901.262;404;229;43;80;43;9;0;0
4016;St Joseph's School (Queenstown);10;Z;0;0;0;139;Full Primary;State: Integrated;Queenstown-Lakes District;Otago Region;Dunedin;Clutha-Southland;Te Tai Tonga;03 4428224;03 4425733;office@stjosephsqt.school.nz;Patricia Inder;http://www.stjosephsqt.school.nz;25 Beetham Street;0;Queenstown;25 Beetham Street;0;Queenstown;9300;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Queenstown Hill;Queenstown-Wakatipu Ward;-45.030.916;168.665.444;145;102;7;3;23;7;3;0
4132;St Joseph's School (Rangiora);9;Q;0;0;0;160;Full Primary;State: Integrated;Waimakariri District;Canterbury Region;Christchurch;Waimakariri;Te Tai Tonga;03 3137828;03 3137818;admin@sjr.nz;Ben Gorman;http://www.stjosephsrangiora.school.nz;35 Victoria Street;0;Rangiora;PO Box 58;0;Rangiora;7440;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Rangiora East;Rangiora Ward;-43.307.442;172.595.537;157;123;11;5;12;5;1;0
2238;St Joseph's School (Stratford);6;N;0;0;0;213;Full Primary;State: Integrated;Stratford District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 7655650;06 7655650;admin@stjosephs-stratford.school.nz;Chris Linders;http://www.stjosephs-stratford.school.nz;93 Miranda Street;0;Stratford;93 Miranda Street;0;Stratford;4332;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Stratford West;Stratford Urban Ward;-39.344.073;174.284.851;234;184;35;1;9;3;2;0
2453;St Joseph's School (Taihape);6;N;1;1;0;117;Full Primary;State: Integrated;Rangitikei District;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3880531;06 3880571;office@saintjos.school.nz;Ann-Maree Manson-Petherick;http://www.saintjos.school.nz;Rauma Road;0;Taihape;PO Box 192;0;Taihape;4720;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Taihape;Taihape Ward;-39.683.179;175.791.526;130;80;47;0;2;0;1;0
3532;St Joseph's School (Temuka);6;N;1;1;0;90;Full Primary;State: Integrated;Timaru District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 6158206;03 6158204;office@stjotemu.school.nz;Bernadette Leonard;http://stjotemu.ultranet.school.nz;Wilkin Street;0;Temuka;31 Wilkin Street;0;Temuka;7920;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Temuka;Pleasant Point-Temuka Ward;-44.244.131;171.284.601;107;84;13;3;6;1;0;0
3533;St Joseph's School (Timaru);7;O;0;0;0;188;Full Primary;State: Integrated;Timaru District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 6881376;0;office@stjosephstimaru.school.nz;Carmel Brosnahan-Pye;http://www.stjoetim.school.nz;50 Kelvin Street;0;Timaru;50 Kelvin Street;Marchwiel;Timaru;7910;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Marchwiel;Timaru Ward;-44.378.511;171.225.105;195;175;6;1;11;2;0;0
3011;St Joseph's School (Upper Hutt);7;O;0;0;0;359;Full Primary;State: Integrated;Upper Hutt City;Wellington Region;Wellington;Rimutaka;Ikaroa-Rawhiti;04 5284910;04 5285902;office@stjosephsuh.school.nz;Peter Ahern;http://www.stjosephsuh.school.nz;Pine Avenue;0;Upper Hutt;PO Box 40448;0;Upper Hutt;5140;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Wellington;Upper Hutt Central;Area Outside Ward;-41.123.463;175.068.515;379;189;45;57;61;26;1;0
2678;St Joseph's School (Waipukurau);6;N;1;1;0;87;Full Primary;State: Integrated;Central Hawke's Bay District;Hawkes Bay Region;Napier;Wairarapa;Ikaroa-Rawhiti;06 8589221;06 8589228;office@stjosephschb.school.nz;Allan Carpenter;0;6 Russell Street;0;Waipukurau;PO Box 97;0;Waipukurau;4242;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Hawkes Bay/Gisborne;Waipukurau;Ruataniwha Ward;-39.994.546;176.559.062;93;69;9;0;14;0;1;0
2679;St Joseph's School (Wairoa);2;D;-1;-3;0;94;Full Primary;State: Integrated;Wairoa District;Hawkes Bay Region;Napier;Napier;Ikaroa-Rawhiti;06 8388306;06 8383803;office@sjwairoa.school.nz;Lorraine Southey;0;56 Queen Street;0;Wairoa;PO Box 76;0;Wairoa;4160;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Hawkes Bay/Gisborne;Wairoa;Area Outside Ward;-39.034.809;177.420.177;102;41;51;3;7;0;0;0
2239;St Joseph's School (Waitara);3;H;1;2;0;149;Full Primary;State: Integrated;New Plymouth District;Taranaki Region;Whanganui;New Plymouth;Te Tai Hauauru;06 7547797;06 7547767;office@sjw.school.nz;Moya Christophers;0;21 Nelson Street;0;Waitara;PO Box 103;0;Waitara;4346;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Waitara West;North Ward;-39.006.109;174.229.207;142;89;47;3;2;1;0;0
369;St Kevins College (Oamaru);7;O;0;0;392;392;Secondary (Year 9-15);State: Integrated;Waitaki District;Otago Region;Dunedin;Waitaki;Te Tai Tonga;03 4371665;03 4372469;college@stkevins.school.nz;Paul Olsen;http://www.stkevins.school.nz;Taward Street;0;Oamaru;PO Box 444;0;Oamaru;9444;Secondary Urban Area;Secondary (Year 9-15);School with Boarding Facilities;State: Integrated;Co-Educational;Otago/Southland;Oamaru North;Oamaru Ward;-45.064.918;170.983.153;416;308;44;23;28;4;2;7
1499;St Leonards Road School;3;G;0;-2;0;459;Contributing;State;Auckland- Whau;Auckland Region;Auckland North;Kelston;Tamaki Makaurau;09 8187717;09 8181385;admin@stleonards.school.nz;Darren Smith;http://www.stleonards.school.nz;15 St Leonards Road;Kelston;Auckland;PO Box 69207;Glendene;Waitakere;645;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Kelston Central;Whau Ward;-36.898.887;174.662.759;504;31;117;263;76;16;1;0
3829;St Leonard's School (Dunedin);10;Z;0;0;0;68;Contributing;State;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4710501;03 4710507;office@stleonardsdn.school.nz;Jo-Anne Wilson;http://www.stleonardsdn.school.nz;29 St Leonards Drive;Saint Leonards;Dunedin;29 St Leonards Drive;Saint Leonards;Dunedin;9022;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;St Leonards-Blanket Bay;Waikouaiti Coast-Chalmers Ward;-45.846.739;170.578.318;63;53;6;0;3;0;1;0
1500;St Leo's Catholic School (Devonport);10;Z;0;0;0;102;Contributing;State: Integrated;Auckland- Devonport-Takapuna;Auckland Region;Auckland North;North Shore;Te Tai Tokerau;09 4459339;09 4459889;office@stleos.school.nz;Elizabeth Walker;http://www.stleos.school.nz;102 Victoria Road;Devonport;Auckland;PO Box 32064;Devonport;Auckland;744;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Auckland;Mt Victoria;North Shore Ward;-36.825.322;174.796.563;96;81;6;3;4;2;0;0
2395;St Marcellin School (Wanganui);2;F;-1;-2;0;98;Full Primary;State: Integrated;Wanganui District;Manawatu-Wanganui Region;Whanganui;Whanganui;Te Tai Hauauru;06 3490023;06 3490024;stmarcellin@welearn.school.nz;Campbell Harrison;http://www.stmarcellin.school.nz/;Totara Street;0;Whanganui;Totara Street;Tawhero;Whanganui;4501;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Tawhero;Area Outside Ward;-39.937.475;175.015.339;92;37;39;2;13;0;1;0
4135;St Mark's School (Christchurch);10;Z;0;0;0;218;Full Primary;State: Integrated;Christchurch City;Canterbury Region;Christchurch;Christchurch Central;Te Tai Tonga;03 3327339;03 3324485;office@saintmarks.school.nz;Trevor Beaton (acting);http://www.saintmarks.school.nz;Cholmondeley Avenue;Opawa;Christchurch;35 Cholmondeley Avenue;Opawa;Christchurch;8023;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Opawa;Spreydon-Heathcote Ward;-43.552.887;172.659.307;196;177;4;0;12;3;0;0
1501;St Mark's School (Pakuranga);6;N;-2;-2;0;244;Contributing;State: Integrated;Auckland- Howick;Auckland Region;Auckland South;Pakuranga;Tamaki Makaurau;09 5765296;09 5762701;admin@stmarks.school.nz;Catherine Rivers;http://www.stmarks.school.nz/;334 Pakuranga Road;Pakuranga;Auckland;PO Box 82106;Highland Park;Manukau;2143;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Auckland;Pigeon Mountain South;Howick Ward;-36.901.451;17.489.715;255;66;14;26;139;5;5;0
3534;St Martin's School;9;Q;0;0;0;520;Full Primary;State;Christchurch City;Canterbury Region;Christchurch;Port Hills;Te Tai Tonga;03 3326121;03 3325171;admin@stmartins.school.nz;Robert Callaghan;http://www.stmartins.school.nz;Albert Terrace;St Martins;Christchurch;Albert Terrace;Saint Martins;Christchurch;8022;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;St Martins;Spreydon-Heathcote Ward;-43.565.432;172.657.232;544;471;31;7;25;7;3;0
1633;St Mary MacKillop Catholic School;1;B;0;-1;0;321;Full Primary;State: Integrated;Auckland- Mangere-Otahuhu;Auckland Region;Auckland South;Mangere;Tamaki Makaurau;09 2571435;09 2571436;katrinag@marymackillop.school.nz;Michael Piper;http://www.marymackillop.school.nz;12 Mcnaughton Avenue;Mangere;Auckland;12 Mcnaughton Avenue;Mangere East;Manukau;2024;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Harania North;Manukau Ward;-36.962.612;174.810.338;319;4;20;288;7;0;0;0
2680;St Mary's Catholic School (Gisborne);5;M;0;0;0;194;Contributing;State: Integrated;Gisborne District;Gisborne Region;Napier;East Coast;Ikaroa-Rawhiti;06 8688332;06 8686046;admin@saintmarysgis.school.nz;Anton Heyns;http://www.saintmarysgis.school.nz;Campion Road;0;Gisborne;PO Box 844;0;Gisborne;4040;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Hawkes Bay/Gisborne;Te Hapara;Gisborne Ward;-38.648.417;177.990.033;197;96;59;10;28;3;1;0
1880;St Mary's Catholic School (Otorohanga);4;L;-1;-1;0;32;Full Primary;State: Integrated;Otorohanga District;Waikato Region;Hamilton;Taranaki-King Country;Te Tai Hauauru;07 8738801;07 8738801;stmary-oto@xtra.co.nz;Deirdre Gray-Edwards;0;38 Hinewai Street;0;Otorohanga;38 Hinewai Street;0;Otorohanga;3900;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Otorohanga;Otorohanga Ward;-38.182.248;175.209.675;33;4;20;6;2;1;0;0
1502;St Mary's Catholic School (Papakura);4;J;0;-1;0;287;Full Primary;State: Integrated;Auckland- Papakura;Auckland Region;Auckland South;Papakura;Hauraki-Waikato;09 2984450;09 2984457;office@stmaryspapakura.school.nz;David Tennent;http://www.stmaryspapakura.school.nz;54 Clark Road;0;Papakura;54 Clark Road;Pahurehure;Papakura;2113;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Pahurehure;Manurewa-Papakura Ward;-37.071.188;17.493.651;291;78;61;69;44;37;0;2
1957;St Mary's Catholic School (Putaruru);5;M;1;3;0;207;Full Primary;State: Integrated;South Waikato District;Waikato Region;Hamilton;Taupo;Te Tai Hauauru;07 8851006;07 8851008;office@stmarysput.school.nz;Jennifer MacKenzie;0;5 Mckenzie Street;0;Putaruru;5 Mackenzie Street;0;Putaruru;3411;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Putaruru;Putaruru Ward;-38.047.376;17.577.944;201;110;64;3;22;1;1;0
1958;St Mary's Catholic School (Rotorua);7;O;1;1;0;401;Contributing;State: Integrated;Rotorua District;Bay of Plenty Region;Rotorua;Rotorua;Waiariki;07 3481701;07 3481209;admin@stmarysrotorua.school.nz;David Macmillan;http://www.stmarysrotorua.school.nz;37 Carnot Street;Glenholme;Rotorua;PO Box 1213;0;Rotorua;3040;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Glenholme East;Area Outside Ward;-38.146.855;176.248.196;437;218;81;31;93;13;1;0
1959;St Mary's Catholic School (Tauranga);8;P;-1;-1;0;401;Contributing;State: Integrated;Tauranga City;Bay of Plenty Region;Rotorua;Tauranga;Waiariki;07 5788066;07 5788956;office@stmarystga.school.nz;Ben Fuller;http://www.stmarystga.school.nz/;13th Avenue;0;Tauranga;Thirteenth Avenue;Tauranga South;Tauranga;3112;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Tauranga South;Te Papa-Welcome Bay Ward;-37.706.388;176.166.143;441;315;52;6;54;3;0;11
50;St Mary's College (Ponsonby);8;P;1;1;650;913;Secondary (Year 7-15);State: Integrated;Auckland- Waitemata;Auckland Region;Auckland South;Auckland Central;Tamaki Makaurau;09 3766568;09 3760206;office@stmaryak.school.nz;Bernadette Stockman;http://www.stmaryak.school.nz;11 New Street;Ponsonby;Auckland;PO Box 47003;Ponsonby;Auckland;1144;Main Urban Area;Secondary (Year 7-15);Not Applicable;State: Integrated;Girls School;Auckland;St Marys;Waitemata and Gulf Ward;-36.846.003;174.748.234;963;631;71;135;86;4;3;33
286;St Mary's College (Wellington);9;Q;0;0;622;622;Secondary (Year 9-15);State: Integrated;Wellington City;Wellington Region;Wellington;Wellington Central;Te Tai Tonga;04 4735554;04 4731244;principal@stmaryswellington.school.nz;Catherine Ryan;http://www.st-marys-wellington.school.nz/;Guildford Terrace;Wellington CBD;Wellington;Guildford Terrace;Thorndon;Wellington;6011;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Integrated;Girls School;Wellington;Thorndon-Tinakori Road;Lambton Ward;-41.275.812;174.775.179;619;321;82;114;81;18;0;3
180;St Mary's Diocesan School (Stratford);5;M;-1;-1;126;126;Secondary (Year 9-15);State: Integrated;Stratford District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 7655333;06 7655331;office@stmarysstratford.school.nz;Fiona Green;http://www.stmarysstratford.school.nz;Broadway North;0;Stratford;Private Bag 714;0;Stratford;4352;Minor Urban Area;Secondary (Year 9-15);School with Boarding Facilities;State: Integrated;Girls School;Taranaki/Whanganui/Manawatu;Stratford West;Stratford Urban Ward;-39.331.771;174.281.297;136;106;19;1;3;3;0;4
1503;St Mary's School (Avondale);3;G;0;-1;0;193;Full Primary;State: Integrated;Auckland- Whau;Auckland Region;Auckland South;New Lynn;Tamaki Makaurau;09 8285599;09 8285599;stmarysoffice@stmarysavondale.school.nz;Michelle Jadoo;http://www.stmarysavondale.school.nz;2140 Great North Road;Avondale;Auckland;PO Box 19176;Avondale;Auckland;1746;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Glenavon;Whau Ward;-36.901.674;174.693.382;201;5;13;143;32;7;1;0
3012;St Mary's School (Blenheim);6;N;-1;-1;0;236;Full Primary;State: Integrated;Marlborough District;Marlborough Region;Nelson;Kaikoura;Te Tai Tonga;03 5789494;03 5789804;office@stmarys-blenheim.school.nz;Alister Bridgman;http://www.stmarys-blenheim.school.nz/;3 Stephenson Street;0;Blenheim;3 Stephenson Street;0;Blenheim;7201;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Nelson/Marlborough/West Coast;Whitney;Blenheim Ward;-41.517.618;173.952.782;217;117;44;32;21;3;0;0
3013;St Mary's School (Carterton);6;N;0;0;0;94;Full Primary;State: Integrated;Carterton District;Wellington Region;Wellington;Wairarapa;Ikaroa-Rawhiti;06 3797171;06 3797173;admin@saintmarys.school.nz;Tim Nelson;http://www.saintmarys.school.nz;4 King Street;0;Carterton;4 King Street;0;Carterton;5713;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Wellington;Carterton;Carterton Urban Ward;-4.103.069;175.523.697;128;111;7;7;2;0;1;0
3535;St Mary's School (Christchurch);4;J;0;-1;0;74;Full Primary;State: Integrated;Christchurch City;Canterbury Region;Christchurch;Christchurch Central;Te Tai Tonga;03 3662005;03 3662005;stmarys@snap.net.nz;David O'Neill;http://www.stmaryschch.school.nz/;375 Manchester Street;0;Christchurch;375 Manchester Street;Christchurch Central;Christchurch;8013;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Avon Loop;Hagley-Ferrymead Ward;-43.523.227;172.639.261;80;37;6;11;22;4;0;0
3830;St Mary's School (Dunedin);6;N;0;0;0;29;Contributing;State: Integrated;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4764277;03 4764278;secretary@st-marys.school.nz;Richard Duffy;http://www.st-marys.school.nz;6 A Cromwell Street;Wakari;Dunedin;6A Cromwell Street;Wakari;Dunedin;9010;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Wakari;Central Ward;-45.861.479;170.480.336;23;13;2;3;2;0;3;0
1504;St Mary's School (Ellerslie);7;O;1;1;0;350;Full Primary;State: Integrated;Auckland- Maungakiekie-Tamaki;Auckland Region;Auckland South;Maungakiekie;Tamaki Makaurau;09 5798937;09 5251265;stmarys.ell@xtra.co.nz;Cheryl Cowan;http://www.stmary.school.nz;58 Main Highway;Ellerslie;Auckland;PO Box 11269;Ellerslie Central;Auckland;1542;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Ellerslie South;Maungakiekie-Tamaki Ward;-36.895.625;174.803.433;359;216;34;40;65;4;0;0
2455;St Mary's School (Foxton);3;H;0;1;0;29;Full Primary;State: Integrated;Horowhenua District;Manawatu-Wanganui Region;Wellington;Otaki;Te Tai Hauauru;06 3638177;06 3638176;info@stmarysfoxton.school.nz;Andrew Pozniak;http://www.stmarysfoxton.school.nz;Johnston Street;0;Foxton;Johnston Street;0;Foxton;4814;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Wellington;Foxton;Kere Kere Ward;-40.476.827;175.284.335;34;14;11;4;4;0;1;0
4018;St Mary's School (Gore);7;O;0;0;0;177;Contributing;State: Integrated;Gore District;Southland Region;Invercargill;Clutha-Southland;Te Tai Tonga;03 2087733;03 2087733;admin@stmarys.school.nz;Annie Nelson;0;14 Ardwick Street;0;Gore;PO Box 120;0;Gore;9740;Minor Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Central Gore;Gore Ward;-46.102.671;168.940.616;192;152;22;2;9;4;3;0
2681;St Mary's School (Hastings);4;L;0;2;0;245;Full Primary;State: Integrated;Hastings District;Hawkes Bay Region;Napier;Tukituki;Ikaroa-Rawhiti;06 8766421;06 8789870;office@stmaryshastings.school.nz;Elizabeth Crowley;http://www.stmaryshastings.school.nz;901 Frederick Street;Mahora;Hastings;901 Frederick Street;Mahora;Hastings;4120;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Hawkes Bay/Gisborne;Mahora;Hastings Ward;-39.623.917;176.847.238;258;176;35;25;19;2;1;0
3536;St Mary's School (Hokitika);6;N;1;1;0;161;Full Primary;State: Integrated;Westland District;West Coast Region;Nelson;West Coast-Tasman;Te Tai Tonga;03 7556133;03 7558730;office@stmaryshok.school.nz;Karen Payne;http://www.stmarysschool.co.nz;87 Sewell Street;0;Hokitika;87 Sewell Street;0;Hokitika;7810;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Nelson/Marlborough/West Coast;Hokitika Urban;Hokitika Ward;-42.715.747;170.965.597;157;112;32;2;9;2;0;0
